house_price,area_sqft,bedrooms,bathrooms,lot_size,garage_size,age_years,renovation_score,energy_efficiency,distance_to_center,school_quality,crime_index,walkability_score,median_income_area,property_tax_rate,mortgage_rate_proxy,transit_score,area_m2,living_area_proxy,rooms_total,lot_size_log,condition_index,location_desirability,income_proxy,neighborhood,building_type,heating_type,noise_loc_01,noise_loc_02,noise_loc_03,noise_loc_04,noise_loc_05,noise_size_06,noise_size_07,noise_size_08,noise_size_09,noise_size_10,random_noise_11,random_noise_12,random_noise_13,random_noise_14,random_noise_15,random_noise_16,random_noise_17,random_noise_18,random_noise_19,random_noise_20,random_noise_21,random_noise_22,random_noise_23,random_noise_24,random_noise_25,random_noise_26,random_noise_27,random_noise_28,random_noise_29,random_noise_30,synthetic_feature_01,synthetic_feature_02,synthetic_feature_03,synthetic_feature_04,synthetic_feature_05,synthetic_feature_06,synthetic_feature_07,synthetic_feature_08,synthetic_feature_09,synthetic_feature_10
478124.94,1972.84,5,3.6,6148.24,1,30.13,5.54,0.401,14.18,2.37,6.5,32.37,44306.05,1.069,5.285,39.64,190.65,1753.94,10.6,8.7239,3.612,-1.92,35.967,Central,Condo,Gas,-2.1502,-2.0299,-0.5652,-2.7269,-2.8259,2.4898,0.1808,1.6757,-0.6967,2.9823,0.0978,-0.1502,-1.2597,-1.6009,0.8782,1.0217,-1.589,-1.2591,0.4653,1.6966,0.1187,0.4005,1.8465,0.1489,0.4001,-0.6858,0.1311,1.0368,0.0598,0.1225,-0.8017,1.3311,-0.9679,-0.105,-0.3386,-1.2592,1.1104,0.173,-0.5455,-0.2483
344185.8,1523.39,4,2.5,3803.53,1,53.92,6.58,0.496,2.46,4.82,4.4,58.63,77958.99,1.381,5.008,50.45,147.76,1507.94,8.5,8.2437,4.043,1.9,75.691,Riverside,Townhouse,Gas,1.5773,1.7892,-1.6627,-0.1304,0.6703,-2.1319,0.1502,0.1511,-0.9485,-1.543,1.6381,0.4753,-0.4424,-0.0144,0.4254,-0.0594,-1.3671,-0.9717,-0.2024,0.9333,-1.0183,-1.7807,0.5777,0.1924,0.456,0.8852,-1.0002,0.7312,-0.6286,-0.0225,0.3862,-1.4093,0.0273,-0.1313,1.2661,-0.6768,0.4192,0.4204,0.5699,-1.5257
441520.3,1568.14,3,1.7,3924.57,1,4.12,7.84,0.714,11.02,4.47,3.23,42.86,53325.1,1.306,5.9,37.29,144.87,1561.97,5.7,8.275,7.16,0.826,58.57,Suburban,Detached,Heat pump,-0.7952,-0.0436,-0.5121,-1.4287,-0.6864,-0.1415,-1.539,-0.2021,-1.8135,0.0478,0.7048,0.691,0.116,0.858,-0.5823,-1.7654,-1.4356,1.8636,1.4257,-0.3224,1.9521,-2.2507,-0.1905,0.0982,1.4732,-0.995,1.1458,-0.1279,0.0086,-2.1291,-0.2479,-0.4473,-1.1187,1.1463,-0.5401,0.2165,-0.2971,-0.4684,0.0568,1.2047
334349.28,1599.06,4,2.0,3787.46,2,36.5,5.86,0.636,11.64,3.59,7.92,38.2,64469.29,1.012,4.856,15.54,153.81,1522.22,7.0,8.2395,5.361,-0.325,72.32,Industrial,Detached,Electric,-1.607,-2.0291,-2.1008,-1.1377,1.6038,-0.8542,-1.5205,0.4743,-0.1589,0.8948,-0.1073,0.0355,1.1637,0.7012,0.456,-0.8947,1.2889,0.578,1.3914,1.014,1.8487,-1.5014,-0.6859,-0.7881,-0.3159,0.8834,2.0359,-1.1391,0.4612,-1.9969,-0.665,0.9804,-1.559,-1.6076,-0.4864,0.2583,1.3897,0.7903,-1.1616,0.0886
439982.71,1337.72,4,1.5,2213.78,1,29.07,5.27,0.524,6.24,7.31,2.28,62.65,61634.73,1.129,5.782,56.87,129.49,1051.56,7.5,7.7025,4.177,3.221,57.768,Riverside,Duplex,Gas,-0.9316,-1.4815,2.3967,1.7215,1.1153,-1.0285,-1.4973,-2.2686,-1.4916,0.023,0.7383,-0.0607,0.2954,1.2114,-1.3608,-0.9565,0.4172,-0.2889,0.1557,0.3467,-2.0739,1.7458,1.3265,-0.6861,0.6096,0.1014,-0.2024,-1.0685,-1.0064,-0.3187,-0.8936,-0.275,-0.3008,1.906,-1.1529,-0.7304,1.6737,0.2897,-0.9099,0.2443
395597.06,1758.82,4,2.6,6080.66,1,39.06,7.28,0.508,13.93,4.98,5.24,26.02,64693.87,0.956,6.641,40.7,162.88,1580.92,9.6,8.7129,5.631,-0.439,60.245,Central,Condo,Gas,-1.2888,-1.0533,-1.2125,-2.1574,-1.3207,1.9538,2.2841,0.725,3.1534,-1.1109,0.0487,2.0635,1.1665,-2.5365,-0.6237,-0.3165,0.0802,-0.0553,-0.6,-0.0407,0.1768,-1.1482,0.207,-0.7015,0.066,-1.6483,-0.0992,0.753,0.317,0.2786,-0.1238,-0.2732,-0.5749,-0.008,0.1576,0.189,0.4826,-0.1553,-0.3991,-0.629
360836.2,1660.9,4,2.4,2544.02,1,47.73,3.48,0.554,8.5,2.26,5.51,46.1,73265.45,1.012,6.317,55.53,150.14,1615.74,7.4,7.8415,2.626,-0.214,76.103,Suburban,Detached,Electric,0.6774,-0.088,-0.2161,-0.8899,-2.1879,-0.0148,-0.2735,-0.1088,-2.5147,-1.3254,0.0452,1.2006,-1.4782,1.253,1.4315,0.4195,0.2296,-0.8066,1.306,-0.1031,0.7057,0.7323,0.0245,-1.5992,-0.0862,1.3645,0.238,-1.2777,-1.5787,-0.2349,0.885,-0.3443,-1.2873,0.4223,-0.1944,-0.5209,-1.7321,1.0554,-0.6028,0.5906
331202.54,1458.11,4,2.1,2434.62,1,45.92,4.54,0.479,9.64,3.7,5.93,41.12,68625.69,1.096,4.672,43.87,131.65,1404.93,8.1,7.7975,2.828,-0.129,65.511,Industrial,Detached,Oil,-1.9293,1.0247,-0.7988,1.1575,0.4967,1.477,-0.3179,-1.5829,0.2063,0.3753,1.2964,0.8335,-0.433,0.3355,1.302,1.8489,-0.0568,0.2766,-2.0226,-0.1999,0.4417,-0.6419,0.6763,0.1429,1.3066,0.3103,-1.111,-0.1182,1.1056,-0.8641,0.1752,0.0542,-0.1298,0.002,0.4786,0.539,-0.3319,-1.2672,0.3008,1.7277
540506.71,1961.02,5,3.5,5597.0,1,56.73,2.08,0.355,10.02,4.68,4.79,39.94,64213.96,0.927,5.205,32.06,187.21,1686.34,11.5,8.63,0.461,0.227,62.871,Central,Detached,Electric,0.3231,0.0272,0.7349,-1.8312,-1.0743,-0.3235,2.3337,1.0502,0.6896,2.7956,-0.8981,0.1312,0.711,-1.544,0.4375,-1.4311,-1.1211,0.1974,0.4439,0.6511,1.5155,-0.24,0.8801,-0.0406,2.0819,0.3941,-0.6907,2.6811,0.5272,-0.2403,-0.2327,1.0949,-1.4687,-1.7084,-0.6142,0.5459,-0.8017,-0.5302,-1.0029,-0.0772
440575.91,1919.72,4,2.9,5564.16,1,22.69,4.25,0.611,9.05,5.91,5.0,55.48,61340.28,1.248,5.732,36.72,178.09,1869.38,9.9,8.6241,3.009,1.964,65.722,Industrial,Detached,Gas,-2.3693,1.7793,0.2674,0.9399,-0.5217,-0.5409,0.1022,-1.0521,-0.7901,-0.4673,0.0233,-1.0057,0.3432,0.7235,-1.9294,-0.4848,0.5132,0.0199,0.7396,0.1397,1.3076,-0.0447,0.5499,0.762,-0.4315,1.0072,1.7819,0.4596,1.6293,-0.3271,0.3437,0.9946,0.231,-0.9159,-0.5062,-0.1625,0.3357,0.8439,1.7749,0.4461
411226.55,1868.53,4,2.9,5726.34,1,55.82,3.36,0.388,8.41,8.5,2.71,44.71,97168.95,1.405,5.461,29.63,167.31,1581.47,9.9,8.6528,1.89,2.69,94.448,Suburban,Condo,Heat pump,-0.8605,-1.6402,0.8041,-0.0626,0.2143,0.6847,3.3471,0.1519,0.7797,0.073,1.1897,1.1274,-0.8612,0.1695,-1.2082,-0.896,-0.1861,-1.1598,-0.8284,-0.7284,0.2652,1.6438,0.884,1.2607,0.8337,1.4992,-0.1322,0.7422,-1.1166,0.779,1.392,0.0666,-0.0446,-0.4139,0.6005,0.644,-0.7432,1.0222,0.8331,-0.7893
490482.64,1654.55,4,2.1,4500.77,1,37.27,4.61,0.351,4.88,4.16,4.9,53.18,36674.61,1.117,4.73,61.66,143.6,1340.6,9.1,8.412,4.055,0.777,26.847,Riverside,Detached,Gas,0.123,0.1765,-1.7172,1.6401,1.1083,-0.1449,-0.712,-0.0508,0.825,0.405,0.309,0.1443,0.9341,0.3812,-0.6795,-1.268,-1.2003,0.2648,0.9738,-0.7769,2.2771,0.5845,0.4514,1.3243,0.3191,0.201,-0.8376,-1.061,1.1335,0.723,0.4953,1.1023,-2.4656,1.0135,1.4219,-0.383,-1.1617,0.3621,-2.6935,-0.6702
371399.51,1410.16,4,1.9,3212.46,1,33.0,7.49,0.458,6.37,5.91,4.27,51.1,41269.8,0.927,5.712,40.43,136.0,1327.3,7.9,8.0748,5.233,1.83,34.764,Riverside,Detached,Heat pump,2.453,1.8268,-1.5749,0.7165,1.1227,-0.6463,-1.6374,-1.3002,-0.3075,0.3203,-0.3691,-0.5772,-0.5313,0.9991,-0.1717,0.0954,0.5743,-0.5295,-0.0264,0.3059,0.9368,0.385,0.5549,1.4185,0.3311,0.6173,-0.452,-1.2273,0.9358,-0.5534,0.2499,0.3212,-0.554,-1.4256,0.5775,0.3955,-2.3348,-0.2097,-0.0074,-1.1776
535127.96,1473.61,3,2.3,4946.65,0,34.19,5.82,0.569,9.18,7.19,2.76,40.42,76466.73,1.004,5.494,65.22,133.62,1220.63,7.3,8.5065,4.863,3.047,76.517,Central,Duplex,Gas,-0.0822,0.2554,-1.4194,0.8031,1.3444,-1.2301,-0.2794,0.0193,1.5816,0.7366,-1.7062,-0.2431,-0.7774,0.4303,-1.2504,0.0015,-0.4258,-0.986,-0.5457,0.4287,-0.3514,1.2967,-0.7316,-0.7571,0.2472,0.3712,1.0728,0.7958,-0.1822,-0.0499,0.6742,0.9304,0.5753,-0.7132,2.0256,0.6851,0.4167,0.0336,1.3614,0.4872
235287.79,927.67,2,1.9,1618.88,0,58.69,1.59,0.389,9.85,5.56,5.37,39.87,67729.99,1.189,6.553,44.45,88.17,952.8,4.9,7.3895,0.42,1.546,58.413,Industrial,Townhouse,Gas,0.4624,0.8155,0.6004,-0.2627,-0.1518,-0.249,-1.9862,-1.6075,-4.3006,-2.703,-2.2703,-0.9662,0.4869,-1.4728,-0.2463,-1.8138,0.2275,1.2667,0.9632,-0.3131,-0.5523,-0.6332,1.8104,-1.432,-0.3331,-0.3429,-1.9759,-0.2824,-0.3766,0.2762,-0.2527,-1.2177,-1.3475,-0.2138,0.0821,1.8031,-2.9613,0.3742,-0.4631,-1.2873
210370.05,893.49,2,1.1,1493.51,0,40.27,7.28,0.456,12.95,3.88,6.95,22.97,79827.83,0.973,5.361,32.27,90.45,772.7,4.1,7.3089,4.47,-0.449,78.342,Industrial,Townhouse,Electric,-0.2085,-0.5969,-0.6685,-1.3792,-1.1984,-1.8825,-2.4164,-2.4313,-2.4578,-2.0856,2.0762,1.0573,0.0062,-0.143,1.7673,0.0182,-0.125,2.1697,-1.0857,-1.132,1.2433,1.0683,-1.2337,0.9307,-3.585,-1.5834,0.2546,1.1736,-1.0851,0.4246,0.0674,1.5052,0.1618,0.0062,-0.064,-1.0362,-1.1369,-0.6929,-1.4623,-0.7938
527232.07,1202.57,4,2.0,1872.87,1,14.92,6.03,0.704,6.29,7.55,3.05,47.68,78821.44,1.317,6.142,49.68,103.87,1069.65,7.0,7.5352,6.275,3.086,71.861,Central,Detached,Gas,0.2014,1.3969,2.1434,0.9572,1.4709,0.3886,1.7997,-0.6411,0.4474,-1.0641,0.3085,0.683,-0.5229,-1.6176,0.4008,-1.2054,0.8914,1.9426,0.8692,1.251,-0.793,0.9013,0.3094,1.3821,1.5348,0.2149,2.4622,0.1431,-1.3458,1.6526,-0.5231,0.152,0.3303,0.3062,0.5087,-0.346,0.4556,-1.1452,-0.3682,-1.2331
232460.48,1074.14,3,2.0,4926.83,0,8.21,6.08,0.461,8.21,4.57,5.83,52.53,55620.9,0.993,4.803,47.06,99.52,987.74,6.0,8.5025,6.148,-0.134,63.821,Suburban,Detached,Gas,-0.7797,-0.7259,-1.1443,-1.9144,0.1784,-0.982,-0.6149,-1.9142,0.0972,0.5175,-0.5841,0.1816,-0.5569,0.6491,0.2188,0.0118,0.2202,0.6501,-1.9823,1.0386,-0.4097,0.8899,-1.3368,1.556,-0.6947,1.3789,2.0311,3.5564,-0.7512,-0.0281,-1.6104,-2.8679,-1.1971,-1.2232,1.1891,-1.0061,-1.1407,-1.4084,-0.3599,-0.7656
514212.55,1996.06,4,2.7,2891.19,1,35.21,4.18,0.557,10.46,8.22,3.23,54.89,79633.44,1.314,4.935,49.29,184.42,2101.97,9.7,7.9694,4.363,3.47,90.459,Hillside,Detached,Electric,1.2845,-0.069,0.4383,2.6063,2.4279,1.1779,0.9569,3.1453,1.0484,0.1136,0.3495,-0.0428,-1.0698,1.398,-1.0176,1.2695,-0.8837,-0.2656,0.2857,-1.9874,-0.2396,-0.155,-0.0981,0.485,-0.2416,0.5833,0.5732,-0.4723,-1.2558,1.1687,0.3963,1.7664,0.148,-1.3843,1.5047,-0.7123,-0.7108,1.9409,1.2504,-0.4193
347964.01,1107.03,4,1.7,3391.55,1,36.84,6.35,0.476,7.82,6.94,3.01,48.48,66733.63,1.107,5.897,43.11,105.13,940.74,7.7,8.129,4.775,3.401,61.443,Industrial,Detached,Heat pump,-1.3944,2.5138,0.2381,1.6631,0.4511,-0.2362,-1.4597,-1.0369,0.5744,-0.9322,-0.9477,-0.6807,-0.3957,-1.2415,-1.639,0.4631,0.322,-0.0704,0.0438,1.3396,0.3557,-0.4373,-0.5713,-1.9967,-0.2203,-1.0674,1.3164,0.3891,1.5957,-1.1601,0.3129,-0.0625,0.7237,0.404,-1.2537,-0.6591,-0.3043,-0.9889,-1.719,-0.1502
299273.79,1439.24,3,2.1,1785.73,0,57.24,4.32,0.31,8.29,5.03,4.42,40.05,64471.7,0.98,6.096,48.72,141.14,1172.92,7.1,7.4876,1.92,1.713,65.755,Riverside,Detached,Heat pump,-0.6773,0.6271,1.6013,-1.3842,-1.1113,-1.3673,-1.0714,-1.7837,-2.678,-1.6093,-0.3312,-2.1301,1.1,-0.6715,-1.2282,0.1775,0.3547,0.4056,-0.5397,-0.209,-0.1935,-0.8698,0.1358,0.3656,-0.7838,1.0975,1.3068,-0.7941,-1.5021,-0.6377,-0.3106,-0.4412,-0.9449,1.3418,0.6864,0.528,-0.9885,0.09,-0.8106,-1.8607
557658.36,2133.25,5,2.8,6029.79,1,45.3,5.84,0.563,10.71,8.08,3.66,47.01,86656.7,1.068,4.973,42.57,190.21,1908.37,9.8,8.7045,4.235,3.073,81.855,Hillside,Detached,Gas,1.8801,0.7575,2.3814,-0.0121,0.1756,1.7399,2.5299,0.118,2.254,3.5351,-0.9409,-1.4129,0.2446,-0.8824,-1.6794,-0.5288,0.5113,-0.4202,0.3896,0.19,-1.317,-0.8072,0.3418,0.5554,0.2402,-0.3095,-0.1259,1.1321,0.1489,-2.1358,1.1112,-0.4548,0.0205,-0.0436,0.6425,1.19,0.7136,1.9543,2.3174,0.9058
674825.19,1788.9,4,2.6,3188.61,2,14.69,4.13,0.543,3.51,8.96,1.87,73.34,84169.66,1.077,5.513,53.67,169.61,1714.56,8.6,8.0673,3.548,4.524,82.623,Central,Detached,Gas,2.5782,1.4556,2.9036,1.6809,2.8555,1.9577,-2.3673,1.0208,0.921,-0.1711,-1.4133,-0.7426,0.9586,-0.4539,0.075,0.0669,1.0359,1.3188,-0.0796,1.1382,1.1621,-0.917,-0.9563,1.2521,-0.0443,-2.092,0.9248,0.5405,0.4357,0.1513,-0.6809,0.5209,1.2724,-0.9818,0.0096,0.54,-0.7478,0.8678,0.3994,0.1284
585465.47,2069.21,5,3.1,3012.74,1,42.8,6.74,0.462,3.54,7.65,3.12,61.58,70866.24,1.565,4.74,67.11,198.42,1587.29,11.1,8.0106,3.403,3.468,79.884,Central,Detached,Electric,1.8889,2.1224,2.4742,0.6892,-0.0669,1.0395,-0.6339,0.2465,-0.0529,2.0308,-2.105,-0.893,0.5161,0.4124,0.3839,0.5633,-0.616,-2.0357,1.0547,1.6525,-0.4044,0.3668,-0.0294,1.4296,-0.7165,1.0179,1.7886,-0.8612,0.3575,0.6475,-1.6722,-0.69,-0.5601,-0.0331,-1.277,0.2993,0.5898,0.0358,2.4206,1.1728
278426.81,1269.77,4,2.6,3227.51,0,17.68,6.9,0.62,8.88,6.72,4.56,44.86,66825.55,1.091,5.4,42.8,116.85,1020.52,8.6,8.0795,5.066,2.79,64.492,Industrial,Duplex,Electric,0.2051,0.267,1.6718,-2.1708,-2.0675,0.1479,-1.2304,-2.5701,2.2215,-0.8977,-1.5977,0.2894,-0.6122,-0.4431,-0.9653,0.4642,0.6679,-0.2957,0.5602,1.0029,2.0199,-0.2283,1.3937,0.9096,0.1493,-0.9454,-1.2638,-0.2173,0.4453,-2.5554,-0.7417,-0.6661,0.3254,0.2157,-1.7632,-0.761,-0.6586,-1.3725,2.5842,-2.0983
468691.34,1703.49,4,2.4,3473.8,1,28.1,7.25,0.422,8.68,6.19,2.82,51.94,68876.61,1.209,5.96,48.58,157.43,1679.18,7.4,8.153,4.863,2.009,67.446,Industrial,Detached,Gas,0.8573,0.64,-0.1468,-0.6445,1.2621,0.6265,1.4158,0.819,0.0302,-0.1031,1.0213,0.8115,-1.6491,0.6525,0.1479,-0.0992,-1.7248,0.8011,0.4527,0.241,0.304,0.4314,-1.3123,-0.5873,-0.033,1.7807,0.5767,1.4718,0.9464,0.1883,-1.5464,-0.5638,-1.0956,-0.255,-0.3918,-0.9496,-0.0498,1.8262,-0.5412,0.6001
423987.75,921.7,3,1.7,700.0,1,28.55,2.94,0.422,7.42,6.42,1.87,41.16,78563.22,1.106,5.261,47.51,88.14,815.78,5.7,6.5511,2.274,2.361,73.851,Hillside,Detached,Heat pump,2.0031,1.9574,0.6071,0.6486,2.9004,-0.5816,-1.3994,-1.4487,-3.5813,-2.7504,-0.9869,-0.1284,-0.9269,1.0654,1.469,0.2174,-0.12,-0.8452,0.2919,-1.3756,1.2672,0.4879,-0.8541,-1.0291,0.9278,1.1478,0.3615,1.3517,-0.4459,0.6042,0.3228,-0.3227,-0.2066,1.3463,-1.5407,-0.6482,1.5287,-1.1629,-1.3342,-0.4509
292768.3,1549.84,5,2.6,4614.98,1,67.17,4.15,0.395,15.29,6.09,5.43,29.48,80616.51,0.875,5.363,20.96,146.05,1407.67,8.6,8.4371,0.967,1.036,86.347,Suburban,Condo,Oil,-1.5134,-1.7846,-1.0005,-2.5751,-2.3639,-0.1153,0.1603,0.4451,0.1185,-2.9199,0.5349,1.4089,-0.6712,1.1018,1.9577,-1.3166,-0.2747,-0.2401,-0.4722,-2.0262,0.6309,-1.0598,0.8608,0.534,-1.3404,-0.2278,0.1032,-1.3144,0.0876,0.5472,-0.7944,-0.5999,0.3198,0.7557,-0.5554,-1.5491,-0.0964,-0.8918,-0.6464,-0.2061
579687.52,2412.48,5,3.4,7038.97,1,27.67,5.4,0.419,9.07,4.06,4.19,43.77,38755.1,1.092,4.879,60.69,227.62,2136.63,11.4,8.8592,3.791,0.74,22.439,Riverside,Detached,Gas,2.1747,-1.4268,-0.8414,0.5454,0.4536,1.4971,0.8736,1.963,-0.0235,2.3426,0.9566,-0.7829,-0.7486,-1.1182,0.7704,-0.7343,1.4478,0.5936,-0.3018,0.8782,1.3151,-1.0898,0.0776,-0.7924,-0.8054,0.4594,0.0146,-0.366,-0.2936,-1.1959,1.0367,0.9568,-2.2485,0.3924,0.9744,1.6699,0.8685,0.7886,1.5671,-1.35
322985.74,998.35,2,1.8,3248.16,1,28.78,5.16,0.444,3.82,4.03,5.35,49.27,42253.91,1.263,5.143,60.68,96.12,949.28,4.8,8.0858,3.56,0.471,40.04,Riverside,Townhouse,Heat pump,1.5538,0.0753,-0.2359,1.3696,-0.5053,-0.8114,-0.1718,-1.398,-0.3293,-1.6337,0.0166,-0.1355,0.981,1.3859,-0.1748,0.7076,-0.1563,1.5183,0.2482,1.342,0.5703,-0.2287,0.1512,1.4751,0.7253,2.4239,0.2317,1.9214,1.3025,0.7731,0.8767,0.0968,-0.7957,-2.3029,-1.0167,1.3143,-1.2348,-0.916,0.4546,-2.1142
498883.2,1894.68,5,3.0,5246.49,1,38.31,5.18,0.562,9.09,3.92,5.42,43.09,58708.88,1.047,6.467,52.88,170.13,1825.44,10.0,8.5653,3.244,1.01,58.479,Central,Condo,Electric,1.1266,-1.7828,-1.027,1.3244,0.0009,-1.1882,-1.4672,3.3095,1.092,0.6821,-0.2986,-0.051,0.9706,1.4661,0.7381,0.842,0.608,-1.2939,-0.1734,-0.8146,0.2352,-0.7751,1.0223,-1.7046,-0.6397,1.0,0.3156,-0.0672,2.0999,0.0093,-0.8938,0.4553,0.5227,-0.5677,0.2392,-1.749,0.4412,0.8229,2.5522,-0.0788
479845.59,1898.51,4,3.1,4607.27,2,27.67,3.35,0.556,10.75,4.39,4.27,36.4,33717.33,0.903,5.54,32.08,182.32,1645.03,10.1,8.4354,3.015,0.929,30.412,Riverside,Townhouse,Gas,-1.8449,-1.2218,0.3966,-0.9854,-0.4667,0.5345,1.1209,-1.832,-0.4798,-1.2611,0.133,1.0922,2.2119,1.5527,1.3518,0.0936,-1.7618,-1.3681,1.1115,-0.2698,1.0932,-0.8804,-0.7941,0.5669,-0.9034,0.2382,1.1186,0.2834,-1.1939,0.591,-0.8212,0.5844,0.1865,-0.6005,-1.1355,0.2106,-0.3666,-1.5727,-0.1548,1.2444
413175.31,1611.67,5,3.0,4769.75,1,36.44,4.46,0.539,12.27,4.48,4.85,41.02,55087.22,0.996,4.949,26.35,156.73,1496.4,9.0,8.47,3.324,0.454,59.405,Industrial,Detached,Electric,-2.8138,-2.2006,-0.9371,-3.7981,-3.141,-0.815,-0.8328,-1.5757,1.2088,-1.6778,-0.4166,0.1059,-0.7637,-0.1578,-2.0072,1.479,-0.3518,-0.946,0.0935,-0.5573,2.486,1.6957,-0.5193,0.3195,-0.5903,2.8892,0.4765,1.1269,-2.0311,-0.1259,0.457,-0.2479,-0.7546,-1.0562,-0.0882,-0.1917,-0.5121,-0.8296,-0.2085,-0.2467
-10431.05,733.11,4,2.4,3881.54,0,59.38,3.15,0.355,13.69,1.76,8.8,19.72,52466.45,1.009,5.327,36.98,69.22,703.65,7.4,8.264,0.998,-3.073,58.477,Suburban,Condo,Gas,-2.4649,-1.4829,-0.3575,-1.2141,-3.4016,-1.9159,-0.3362,-1.7532,-0.3187,-0.1713,1.2039,0.1336,1.5974,-0.7518,1.4821,0.508,-0.8464,-1.5375,0.376,-0.5839,-0.2698,-1.5334,-0.6426,-0.2068,-0.101,0.1176,-0.1779,-1.2322,0.5691,0.381,0.8453,-1.2893,-1.5081,-0.3471,-0.1643,-0.5981,-0.2925,-0.3983,-1.9222,-1.215
371705.37,1427.48,4,1.9,5555.12,1,35.4,1.94,0.41,11.17,6.49,6.36,34.7,35915.19,1.257,4.621,30.06,123.65,1266.93,8.9,8.6225,2.199,1.709,28.855,Suburban,Townhouse,Gas,-1.0445,1.2617,-3.0725,-0.9417,-1.4789,1.6273,-0.911,2.7855,-0.9214,2.1603,1.8765,-1.6548,1.5913,-0.9842,-0.5446,-0.2331,2.4755,-1.4664,-1.4027,1.075,0.7949,2.0231,-0.3482,-0.9251,-0.0972,0.5818,-0.8399,-0.8397,1.0704,1.1092,-2.0425,1.7453,0.5387,0.0918,-1.5725,-0.7722,-0.7096,0.4418,-2.7762,-1.2235
447407.97,1515.47,4,2.4,2370.07,2,36.63,6.12,0.437,9.8,5.73,4.9,53.53,50228.26,1.116,4.942,33.25,140.1,1187.2,9.4,7.7707,2.875,1.606,60.696,Central,Detached,Oil,-2.5809,-2.7922,1.8234,0.0505,-0.6331,-1.4093,-0.5002,1.6281,-0.7119,-1.275,1.4498,-0.8999,-0.2323,-1.1018,-0.535,-1.2198,-0.6668,-0.9727,0.9432,0.2184,-0.0052,0.2889,1.3395,-2.0618,-0.21,-0.9362,-0.4724,-0.2237,1.957,-0.204,0.2414,0.8471,-0.4431,-1.835,-0.9531,0.7811,-0.6797,-0.8943,-0.4018,-1.5086
546042.19,1669.05,4,2.5,4770.49,2,6.03,6.17,0.426,10.94,8.67,3.22,35.68,92674.56,1.173,6.248,56.05,156.23,1553.83,8.5,8.4702,3.725,3.57,85.558,Hillside,Detached,Electric,0.3004,2.4358,-2.1802,2.0301,-1.6443,-1.441,0.1097,1.7791,0.853,1.0385,-2.1516,1.096,0.4736,0.0117,-0.3549,1.4387,0.0733,1.2335,-0.5812,-0.2292,0.5061,0.9862,-1.7011,-0.5314,-1.0286,-1.6747,0.2612,1.3046,0.7379,0.2841,-2.1948,1.6185,0.5539,0.816,-1.253,0.4275,-0.4665,-0.999,-1.1282,0.305
722189.85,1945.34,5,2.7,4716.25,2,32.09,4.4,0.422,3.93,10.0,1.61,78.48,95006.21,1.363,5.422,59.99,173.86,1794.46,8.7,8.4588,3.149,6.019,101.449,Central,Detached,Gas,3.4822,1.6575,0.4993,0.9475,2.8848,0.9767,-1.1811,-0.9311,-0.4153,0.2499,-0.437,-2.0753,1.2407,0.8479,0.3201,0.7703,0.1266,-0.3121,-1.0427,2.6575,0.0422,0.8683,-1.1942,-0.5139,0.7732,-0.2878,-0.7061,1.1198,1.3958,1.2498,-0.4893,1.153,0.5579,0.253,0.8053,1.3894,-0.0913,0.6874,1.1762,1.2928
669839.77,2316.02,5,2.8,4612.09,1,28.51,5.67,0.465,4.7,8.89,2.43,58.24,73949.59,1.016,6.54,69.9,213.0,2193.48,9.8,8.4364,4.181,4.117,74.699,Central,Condo,Electric,1.7978,1.5234,0.361,-2.3438,0.6049,-0.1027,0.0653,0.7888,1.2005,1.4571,0.0042,1.343,-0.0589,1.3066,-1.1113,1.7983,-1.5895,0.0314,1.6462,-1.4344,-2.1577,0.617,-1.3657,1.1117,1.3262,0.0384,0.9459,0.8198,1.6601,-0.1332,1.2069,-0.2338,-0.1076,0.8107,0.7304,-0.0579,0.9661,-0.4063,-0.862,1.3417
196773.13,1251.26,4,1.5,4357.26,1,36.57,3.0,0.303,17.58,3.8,6.55,38.68,58171.61,0.879,5.448,16.62,107.79,1335.73,6.5,8.3796,2.004,-0.875,55.653,Central,Detached,Oil,-1.7734,-2.6599,0.6072,-2.2262,-1.4683,-2.5529,-0.9358,-1.2336,-0.1953,1.983,0.4631,0.4997,-0.1364,-0.4856,-0.2848,2.1668,-0.526,-0.9555,0.6976,0.5479,-0.2002,1.6618,1.4017,-0.7829,-1.9104,0.3293,0.4301,-0.0392,1.4648,-1.1254,2.9689,-2.4296,0.9501,0.5815,-0.2539,-1.6282,-0.6498,0.9576,-1.1068,1.3013
323059.35,1041.89,4,2.0,5165.04,0,52.79,4.18,0.281,6.73,3.05,3.82,54.96,54361.91,0.965,5.48,51.71,100.44,972.18,7.0,8.5497,1.515,1.585,52.315,Central,Detached,Electric,-0.6056,1.544,0.6184,0.931,0.6869,0.0664,-0.8676,-1.9636,-2.3025,-1.5673,-1.7273,-0.7475,-0.6273,-0.0387,0.5253,-1.2869,0.4048,0.6335,0.9771,-1.049,0.9996,-1.0824,-0.6144,0.4528,-1.5535,-1.4198,1.1435,1.2296,0.8812,0.676,-0.2796,-1.3106,-0.7165,-0.9299,-0.332,0.1904,1.2128,-0.1685,-0.099,-1.0899
